schemaVersion,reportVersion,reviewStatus,catalogSchemaVersion,catalogContentVersion,catalogLocale,catalogSourceSha256,audioSchemaVersion,audioVersion,audioContentVersion,audioLocale,audioCatalogSourceSha256,audioSourceSha256,audioProvider,audioProviderRevision,audioGeneratorRevision,audioGeneratedAt,generatedAt,toolRevision,engineRevision,threshold,summaryCount,summaryMin,summaryP50,summaryP75,summaryP90,summaryP95,summaryMax,summaryPassCount,summaryFailCount,summaryUnavailable,summaryUnrateable,challengeId,audioSha256,accuracyScore,status,reasonCode,audioDurationMs,audioByteCount
echo-forge-listening-audio-semantic-qa-v1,v1,automated_only,echo-forge-challenge-catalog-v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,echo-forge-audio-manifest-v1,v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,kokoro,kokoro-v1,echo-forge-listening-audio-v1,2026-08-25T06:58:59.213Z,2026-08-25T07:08:09.726Z,echo-forge-listening-audio-semantic-qa-v1,azure-speech-pronunciation-assessment-comprehensive-word-v1,80,30,86,99,100,100,100,100,30,0,0,0,ef-b2-listening-003,5af4867399fa7b28914ed0172ee0d85b02fbf43d9b056ed01b26ab42020a7d89,98,scored,,855,41118
echo-forge-listening-audio-semantic-qa-v1,v1,automated_only,echo-forge-challenge-catalog-v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,echo-forge-audio-manifest-v1,v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,kokoro,kokoro-v1,echo-forge-listening-audio-v1,2026-08-25T06:58:59.213Z,2026-08-25T07:08:09.726Z,echo-forge-listening-audio-semantic-qa-v1,azure-speech-pronunciation-assessment-comprehensive-word-v1,80,30,86,99,100,100,100,100,30,0,0,0,ef-b2-listening-004,3b700c9fdb47c684afc9d4b405334726f8f77ac5b02863f0464590c229bb7823,98,scored,,961.25,46218
echo-forge-listening-audio-semantic-qa-v1,v1,automated_only,echo-forge-challenge-catalog-v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,echo-forge-audio-manifest-v1,v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,kokoro,kokoro-v1,echo-forge-listening-audio-v1,2026-08-25T06:58:59.213Z,2026-08-25T07:08:09.726Z,echo-forge-listening-audio-semantic-qa-v1,azure-speech-pronunciation-assessment-comprehensive-word-v1,80,30,86,99,100,100,100,100,30,0,0,0,ef-b2-listening-005,cb5e53bed4583502064740aac028b0c6604327dd06888b73eb7446d4dd5ce16e,100,scored,,949.5,45654
echo-forge-listening-audio-semantic-qa-v1,v1,automated_only,echo-forge-challenge-catalog-v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,echo-forge-audio-manifest-v1,v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,kokoro,kokoro-v1,echo-forge-listening-audio-v1,2026-08-25T06:58:59.213Z,2026-08-25T07:08:09.726Z,echo-forge-listening-audio-semantic-qa-v1,azure-speech-pronunciation-assessment-comprehensive-word-v1,80,30,86,99,100,100,100,100,30,0,0,0,ef-b2-listening-006,bd1ccdd1b7d6daa36bd77e127f265140180f3abb4a5572293468ec1e5b61a89c,100,scored,,1024.6666666666665,49262
echo-forge-listening-audio-semantic-qa-v1,v1,automated_only,echo-forge-challenge-catalog-v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,echo-forge-audio-manifest-v1,v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,kokoro,kokoro-v1,echo-forge-listening-audio-v1,2026-08-25T06:58:59.213Z,2026-08-25T07:08:09.726Z,echo-forge-listening-audio-semantic-qa-v1,azure-speech-pronunciation-assessment-comprehensive-word-v1,80,30,86,99,100,100,100,100,30,0,0,0,ef-c1-listening-001,b9a3f845359e781c2d1362ac888b2af97eae3cbd1780bf9ebb7d6648a1e8f358,100,scored,,926.75,44562
echo-forge-listening-audio-semantic-qa-v1,v1,automated_only,echo-forge-challenge-catalog-v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,echo-forge-audio-manifest-v1,v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,kokoro,kokoro-v1,echo-forge-listening-audio-v1,2026-08-25T06:58:59.213Z,2026-08-25T07:08:09.726Z,echo-forge-listening-audio-semantic-qa-v1,azure-speech-pronunciation-assessment-comprehensive-word-v1,80,30,86,99,100,100,100,100,30,0,0,0,ef-c1-listening-002,a1d65c38835a10c9a70bfaa5aa44315f553933a5bcaf503b53473f563aa897a3,99,scored,,983.7083333333333,47296
echo-forge-listening-audio-semantic-qa-v1,v1,automated_only,echo-forge-challenge-catalog-v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,echo-forge-audio-manifest-v1,v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,kokoro,kokoro-v1,echo-forge-listening-audio-v1,2026-08-25T06:58:59.213Z,2026-08-25T07:08:09.726Z,echo-forge-listening-audio-semantic-qa-v1,azure-speech-pronunciation-assessment-comprehensive-word-v1,80,30,86,99,100,100,100,100,30,0,0,0,ef-c1-listening-003,dcd30e625001f7eafab8671068253962496e1aa0b1cf606daa0ac45db6308896,99,scored,,1012.0833333333333,48658
echo-forge-listening-audio-semantic-qa-v1,v1,automated_only,echo-forge-challenge-catalog-v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,echo-forge-audio-manifest-v1,v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,kokoro,kokoro-v1,echo-forge-listening-audio-v1,2026-08-25T06:58:59.213Z,2026-08-25T07:08:09.726Z,echo-forge-listening-audio-semantic-qa-v1,azure-speech-pronunciation-assessment-comprehensive-word-v1,80,30,86,99,100,100,100,100,30,0,0,0,ef-c1-listening-004,9efbd626196ea594f8a0ce337872de327df77feba60c138928dc90a368d1d45d,100,scored,,1003.9166666666665,48266
echo-forge-listening-audio-semantic-qa-v1,v1,automated_only,echo-forge-challenge-catalog-v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,echo-forge-audio-manifest-v1,v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,kokoro,kokoro-v1,echo-forge-listening-audio-v1,2026-08-25T06:58:59.213Z,2026-08-25T07:08:09.726Z,echo-forge-listening-audio-semantic-qa-v1,azure-speech-pronunciation-assessment-comprehensive-word-v1,80,30,86,99,100,100,100,100,30,0,0,0,ef-c1-listening-005,8013f8826726eb1bbd8997bec3f763fd9ac70fae8ecb3dd2ba2571c380964f7b,94,scored,,877.0833333333334,42178
echo-forge-listening-audio-semantic-qa-v1,v1,automated_only,echo-forge-challenge-catalog-v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,echo-forge-audio-manifest-v1,v1,2026.08.25.v2,en-US,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,0191870edd334cb5bcad8516ec89e7a0e251499de433f2c37c49b1d3d038bcb0,kokoro,kokoro-v1,echo-forge-listening-audio-v1,2026-08-25T06:58:59.213Z,2026-08-25T07:08:09.726Z,echo-forge-listening-audio-semantic-qa-v1,azure-speech-pronunciation-assessment-comprehensive-word-v1,80,30,86,99,100,100,100,100,30,0,0,0,ef-c1-listening-006,764d89751ff4a393c6c80748abebbbe4a186513483eff297f75d8b59cfc11dcb,98,scored,,942.8333333333333,45334
